100.0,102.81562,103.45527,105.05558,108.83099,112.07854,110.34621,112.002365,111.72068,111.52455,112.23691,112.47876,115.08069,116.45927,116.668945,117.47594,118.082596,120.89021,120.48364,121.06638,119.42751,114.68833,115.86525,117.44508,116.06045,120.28623,117.53705,117.607414,117.2452,120.10638,122.91406
100.0,100.232765,100.82127,99.403496,96.32647,95.78606,96.01114,97.88486,99.75111,99.129684,98.64466,97.01058,94.84487,92.30877,95.188446,94.41267,93.74925,91.89901,93.024086,90.669,90.35323,89.07184,89.6072,88.87529,87.2207,87.17095,87.75235,87.83371,88.24375,87.35221,86.84179
100.0,98.930016,98.356895,97.08828,94.46229,94.71582,94.10426,91.69819,92.360085,91.033195,91.09661,92.14132,92.31789,93.98436,92.15566,92.73219,91.72205,90.45653,89.62121,89.16966,89.23773,87.59784,88.84334,89.4887,87.33028,89.39847,92.10739,93.82847,93.550224,91.96825,93.50274
100.0,99.35213,101.27848,101.59985,103.16804,103.73802,104.890366,104.89467,107.885315,108.08851,108.764114,112.03728,109.661316,107.46697,109.11322,107.09458,110.42303,109.68952,108.38726,111.719345,114.35114,117.76341,119.44768,117.81744,121.41471,120.88619,122.41446,124.24617,123.92654,125.12001,126.94193
100.0,100.58438,98.83867,99.29344,101.38514,100.265274,100.01583,99.317635,102.25171,103.33152,103.98639,102.71535,103.581924,102.47057,102.509346,101.47124,102.549515,103.47576,103.122635,103.757385,101.96683,99.57824,100.259926,100.511925,101.513535,105.39845,106.97086,105.424866,107.28996,105.06758,104.29052
100.0,99.87967,102.609604,101.39572,100.06688,99.89874,98.84387,100.60785,98.892166,97.102,96.420074,95.65183,98.60268,100.08152,100.207634,98.27243,99.58077,98.00606,95.62931,97.43044,97.907684,99.33124,99.8206,101.169495,100.120926,98.484665,99.53933,98.27059,97.19284,96.48325,96.49786
100.0,99.42942,97.279,96.28203,92.94441,93.856064,91.49704,89.90196,89.9649,88.907906,91.0923,89.237946,89.60435,89.53751,87.88802,88.607124,88.35607,89.42971,90.59044,93.73086,95.720726,95.15171,94.7804,96.43072,97.42281,98.40157,95.9057,95.85684,94.73292,95.14124,94.981834
100.0,101.436844,101.93415,103.1965,102.42545,100.894684,100.230125,100.19063,100.78047,104.432655,104.34985,102.77164,102.19819,101.439125,102.201546,99.72931,99.816635,100.051445,100.40687,99.450615,99.06481,96.84705,96.082565,95.24947,95.866135,94.117775,95.275604,97.54157,94.38898,95.0154,96.0258
100.0,98.98481,98.3527,98.13401,97.66082,97.172676,94.6196,96.34732,97.993866,96.7296,94.50079,95.27067,94.39546,94.59574,94.10757,95.13031,96.16905,95.06015,92.99186,90.68197,91.54993,89.833855,89.10571,88.25849,88.17414,85.50488,85.74976,86.45221,86.56234,86.12711,86.24908
100.0,100.62036,96.292564,99.30459,99.906494,98.86885,98.2473,99.00491,98.810974,95.676796,98.839096,98.65417,100.245865,99.14253,101.567726,102.01586,102.9898,101.289024,103.23448,104.35358,106.51054,105.44484,104.63282,108.50111,106.68441,106.44203,108.35917,108.51317,109.5043,108.80127,109.42606
100.0,97.943146,100.53235,100.33215,99.2465,100.285194,99.54487,97.454636,95.389496,96.42958,96.17457,95.95947,97.5965,95.86106,94.74811,94.1615,94.29029,94.21566,93.777534,93.67449,93.504005,92.43459,91.24259,91.62804,90.33506,88.68593,88.23807,88.00737,91.19294,90.17121,91.51469
